episode_id,description
E60,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews a machine learning hero who's been inspiring and empowering many, many future heroes through their open source work Ines Montani, co founder of explosion the company behind spacy prodigy and thinc.ai. 

They talk about all of the amazing work that is, and the team at explosion has been doing, her journey into the field of programming her journey into the field of NLP and her journey at explosion. 

They talk about all these things, all these three things along with all of the amazing work that Explosion has been putting out. Yes, Spacy, prodigy and thinc.ai, thinc,ai is the latest framework that has been put out along with open source development and the NLP industry. 

Personal Note: Yes, those are a lot of things that have been All (Luckily for us), been covered in this single podcast.

Links: 
https://explosion.ai/about
https://spacy.io
https://prodi.gy
https://thinc.ai


Follow: 
Ines Montani:
https://twitter.com/_inesmontani
https://www.linkedin.com/in/inesmontani/
https://ines.io

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E61,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Daniel Bourke who has had a very interesting journey into the field: he created his own AI curriculum that he followed very rigorous, rigorously, religiously and with a lot of discipline. 

Daniel has also been running a YouTube channel where he's been posting about his journey of doing online courses. We talk all about his wonderful journey, how he kept the discipline that he required to throughout this why throughout this period, and why did he decide to create content.

We also talk about one very important thing, nutrition, fitness and health. Daniel is an expert on this, if I may, we he shares his advice on how to balance this lifestyle of being ambitious and machine learning machine learning, pushing your goals becoming a better machine learning practitioner or a data scientist while also taking care of your health.

Follow:
Daniel Bourke:
https://twitter.com/mrdbourke
Blog: https://www.mrdbourke.com
YT: https://www.youtube.com/channel/UCr8O8l5cCX85Oem1d18EezQ
https://www.mrdbourke.com/mlcourse/

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E62,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Dr. Pablo Samuel Castro, who's currently a staff research software developer at Google and is working with the Google brain team in Montreal with a focus on reinforcement learning and machine learning applied to music and creativity. 

They talk all about these themes in this interview reinforcement learning and using AI in creative domains. Pablo is a musician himself and they discuss his overview on using AI to replace or enhance human creativity in domains outside of technical focus. 

They also discuss how does Pablo approach research problems his take on research and and his pipeline, or approach to working on new problems: 

Personal Note: This interview definitely has a lot of interesting pieces of advice around approaching research problems IMO & I hope you find it fascinating.

Follow:
PSC:
https://twitter.com/pcastr
https://www.linkedin.com/in/pablo-samuel-castro-2113641b

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E63,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Robert Bracco and Sanyam Bhutani are in conversation where they discuss their approach learning to learn, as you might imagine, they talk a lot about the fast AI courses and how their approach to learning to learning has evolved as we have approved the materials. 

Robert has been working on the fast.ai, the fast AI audio module, the unofficial audio module, and Sanyam discuss his his journey in that direction, how have his learnings evolved? 

Links: 

Previous Interview: https://www.youtube.com/watch?v=k-gZAyg5ib8

fast.ai courses: https://course.fast.ai

Follow:
Robbert Bracco: https://twitter.com/madeupmasters

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E64,"#Github #Blogging #Open Source

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews, Hamel Husain, who's currently a staff ML engineer at GitHub. 

They talk all about the open source world and his life behind the open source world at GitHub, the projects that he's been working on and his journey into the field of machine learning: his research ideas and the projects that he's been working on at GitHub. 

They also talk about fast AI, his journey with fast ai, and his best advice is to student along with his recent project, so to speak, fast pages, which is one of the best ways to get started with blogging.

This interview has many hidden advices around open source and fast a or even data science so to speak.

Links:
fast.ai: https://course.fast.ai
Fastpages: https://github.com/fastai/fastpages
http://hamel.io
Semantic Code Search: https://medium.com/@hamelhusain/semantic-code-search-3cd6d244a39c

Follow: 
Hamel Husain:
https://twitter.com/HamelHusain
http://hamel.io

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E65,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Kaggle Grandmaster Dmitry Danevskiy.

Dmitry's team whose team at the time of recording had just finished first on the Google quest q&a labeling Kaggle competition. 

With that gold medal Dmitry just achieved the title of becoming a Grand Master in the competition tier. They speak about his journey on Kaggle and into data science on this episode along with their first position solution to the Google quest competition. 

Dmitry is currently working as a machine learning specialist or machine learning research engineer they also discuss about his work, how Kaggle has impacted his work and his take on where does Kaggle help you in data science? 

Links: 
Winning sol writeup: https://www.kaggle.com/c/google-quest-challenge/discussion/129840

Comp: https://www.kaggle.com/c/google-quest-challenge/overview

Interview with Yury about mlcourse: https://www.youtube.com/watch?v=guvFOjxdeeA

Follow: 
Dmytro Danevskyi:
https://twitter.com/DanevskiyD
https://www.linkedin.com/in/dmitry-danevskiy/

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E66,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Goku Mohandas. 

They dive into the three aspects on Goku's personal profile: #AI research. Health Care and #Education 

They start by talking about Goku's journey into research how he got interested into machine learning. He shares many amazing advices for future aspiring researchers, followed by healthcare and machine learning. 

Education: Goku has recently started madewithmachinelearning.com his latest contribution to education machine learning education, Made with ML is a platform for discovering projects. organising projects and building projects, sharing them with the community. We really dive deep into what the platform is the philosophy behind it, and the future of it, and many upcoming features. Most of these would have been integrated by the time this interview goes out. So please do sign up if you get a chance. 

Personal Note: I really enjoyed talking with Goku, all of the interaction on all of the topics had really interesting golden nuggets.

Follow: 
Goku Mohandas: 
https://twitter.com/GokuMohandas
https://madewithml.com
https://goku.me

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd

#Machine Learning #Community"
E67,"Link to tweet for details on Giveaway: https://twitter.com/bhutanisanyam1/status/1263500914427494400?s=20

Discount code: ""PodChai20""

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews three great contributors to #PyTorch: Eli Stevens, Luca Antiga, and Thomas Viehmann.

The three are also authors of an upcoming book by Manning Publications: Deep learning with Pytorch 
In this interview, they talk about the authors' journey into machine learning and the journey with Pytorch towards the efforts into writing the book.

They also discuss the book writing efforts, the authors share what can one expect from the book and what are you expected to have prepared before learning from the book and what can you take away from it. 

There is also a lot of great advice around project building, which is, is one of the essence to getting your break into the field. 

Links:

Link to the book: https://www.manning.com/books/deep-learning-with-pytorch

PyTorch: https://pytorch.org

Follow: 
Eli Stevens:
https://www.linkedin.com/in/eli0stevens/

Luca Antiga:
https://twitter.com/lantiga?lang=en
https://lantiga.github.io

Thomas Viehmann:
https://twitter.com/thomasviehmann
http://thomas.viehmann.net

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd

Note: Thanks to Manning Publication for doing the giveaway, note that manning hasn't sponsored the video in anyway, I'm a huge fan of their book and I'm grateful that they're doing a special giveaway + discount for the CTDS.Show audience

#MachineLearning #PyTorch #Book"
E68,"Link to tweet for details on Giveaway: https://twitter.com/bhutanisanyam1/status/1264589958146174976?s=20

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Emmanuel Ameisen, ML engineer at Stripe, and the author of the O'Reilly book: ""Building Machine Learning Powered Applications: Going from idea to product""

In this interview they talk about Emmanuel's journey into machine learning, and how his journey through the different roles led him to writing the book.

The book is one of the greatest resources for the title for Building ML Apps, and also one of the greatest top down learning books that follow the top down teaching approach.

They talk about who the book is a really for, what can you expect out of it and Emanuel's journey of writing to Book and where to go after you've read the book, How do you find your idea to take to project your passion project or your million dollar app idea.

Links: 

Book: https://www.amazon.com/Building-Machine-Learning-Powered-Applications/dp/149204511X/
http://shop.oreilly.com/product/0636920215912.do

Radek's blog: https://medium.com/@radekosmulski

Follow:
Emmanuel Ameisen:
https://twitter.com/mlpowered
https://mlpowered.com

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd


Note: The giveaway isn't sponsored, I really enjoyed the book and want to share it with another learner who might. 

#MachineLearning #Production #Applications"
E69,"Check out the CTDS.News Teaser, live now: http://ctds.news

Blog for this video and news launch will go live here: https://medium.com/@init_27

This is a special birthday AMA episode, hope you enjoy this one. Feel free to AMA in the comments below. 

I'm really thankful to everyone that sent their questions and wishes and agreed to this idea. Thank you!

Follow:

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd


Note: The giveaway isn't sponsored, I really enjoyed the book and want to share it with another learner who might. 

#Birthday #AMA #ML"
E70,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

In this episode, Sanyam Bhutani interviews Kaggle Grandmaster and Data Scientist at H2O.ai: Yauhen Babakhin.

They talk about Yauhen's roots in Belarus and some secrets of his and his approaches to Kaggle competition and his approach to auto ML. 

They discuss a lot about how Yauhen approach these problems, how he finds ideas and how he iterated upon them. They also covered an interesting area that Yauhen has contributed to via Kaggle which is academia. 

Links:
Interview by Parul Pandey: https://www.h2o.ai/blog/meet-yauhen-the-first-and-the-only-kaggle-grandmaster-from-belarus/

Paper: https://arxiv.org/pdf/1904.04445.pdf

Yauhen's talk from H2O World: https://youtu.be/gRraEabTX3o
Blog version: https://www.h2o.ai/blog/image-tasks-on-h2o-driverless-ai/

Follow:
Yauhen Babakhin:
Linkedin: https://www.linkedin.com/in/yauhenbabakhin/
Kaggle: https://www.kaggle.com/ybabakhin

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E71,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

Note: Correction: At 7:35: Heads or Tails' Kaggle avatar is the spiral galaxy M101, which has the nickname 'Pinwheel galaxy', not 'Whirlpool galaxy' 

In this episode, Sanyam Bhutani interviews the First #Kernel #GrandMaster on #Kaggle: ""Heads or Tails"": Martin Henze. 

In this interview, they talk about his journey into data science, his transition from astronomy, astronomy involves a lot of looking up to the skies and trying to figure out through data what's out there, and as you might imagine, many parallels are drawn between astronomy and data science and Martin's approach to creating the amazing kernels. 

They also discuss his transition into doing data science during the day. 

Personal Note: There are a lot of rich hidden golden advices for people that are working towards sharing their kernels on Kaggle. 

Follow:
Martin Henze:
https://twitter.com/heads0rtai1s
https://www.linkedin.com/in/martin-henze/
http://kaggle.com/headsortails

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd


Note: The giveaway isn't sponsored, I really enjoyed the book and want to share it with another learner who might. 

#MachineLearning #Production #Applications"
E72,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

Personal Note: It was really a privilege to talk to Andreas on the show, thanks to @Abhishek Thakur for helping make this happen. 

In this episode, Sanyam Bhutani interviews one of the core developers at Scikit-Learn: @Andreas Mueller 

This episode is all about open source and machine learning, They talked about how Andreas' overview about open source and machine learning and Scikit-Learn itself has evolved over the years how his approach to creating open source API's, his understanding of open source has evolved over the years that he's been active in the open source community. 

There's a lot of discussion around scikit learn and learning through materials and Andreas' take on the recent developments in deep learning.

We also discuss Andreas' move back to Industry, he'll be joining Microsoft and this interview talks about what's next for him as well. 

Follow:
Andreas:
https://twitter.com/amuellerml
https://amueller.github.io

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd


#MachineLearning #scikit-learn #python"
E73,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

In this episode, Sanyam Bhutani interviews another amazing Maker and Kaggler from H2O.ai: Dr. Maximilian Jeblick.

Max is a Senior Data Scientist at H2O.ai, Kaggle Comp master and PhD in Mathematical Physics. 

They talk about his transition from Physics into Data Science, and they draw many parallels between Physics and Data Science. 

They discuss about his experience on Kaggle, his advices on how you can improve on Kaggle and learn from it along with his work at H2O.ai

Follow:
Maximilian Jeblick:
Linkedin: https://www.linkedin.com/in/maximilian-jeblick-170477173/
Kaggle: https://www.kaggle.com/maxjeblick

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E74,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

In this episode, Sanyam Bhutani interviews Kaggle Grandmaster, Chief Data Scientist at H2O.ai: Dmitry Larko. 

Dmitry has been active on Kaggle for over 6 years and they discuss how his views on Kaggle, and his journey with Kaggle. 

They also discuss about Dmitry's work at H2O.ai, H2O's products and the challenges that Dmitry is working on outside of Kaggle. 

Follow:
Dmitry Larko:
https://twitter.com/DmitryLarko
https://www.kaggle.com/dmitrylarko
https://www.linkedin.com/in/dlarko/

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E75,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

Personal Note: A huge thanks to the community for the support with the interview series. This is my 100th interview, it's an honour and the 100th interview had to be with my guru, Dr. Rachel Thomas

In this episode, Sanyam Bhutani interviews co-founder of fast.ai and Director, USF Center for Applied Data Ethics. 


This episode covers three broad themes: They talk about top down learning, and what does it take to create a course or material that follows the top down deep teaching approach, as well as ethics and biases. 

Rachel answers the question of how can we do better? How can we address this theme better? 

They also discuss project building and blogging. This episode really addresses a few very important topics and we hope you all get to learn about Ethics, specially Ethics applied in AI.

Links:
http://course.fast.ai
http://forums.fast.ai
http://fast.ai

Follow:
Rachel Thomas:
https://twitter.com/math_rachel

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd


#fastai #Ethics #CTDS.Show"
